,address,capacity,carpark_type,id,is_ttc,lat,lng,max_height,payment_methods,payment_options,rate_details,rate_half_hour,geohash
108,128 Eighth Street,45.0,surface,508,False,43.600906,-79.506769,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$4.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$2.00'}]}]}",0.75,dpz2nc2
109,3239 Lakeshore Blvd W.,22.0,surface,510,False,43.59664,-79.521446,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': 'NO MAXIMUM'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$2.00'}]}]}",1.00,dpz2n2w
110,120 Sixth Street,54.0,surface,511,False,43.600152,-79.50399,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$4.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$2.00'}]}]}",0.75,dpz2nc4
111,3220 Bloor Street West,57.0,surface,512,False,43.645959,-79.518067,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$8.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",1.00,dpz2q98
112,575 Royal York Road,28.0,surface,513,False,43.626997,-79.502724,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Maximum (Any 24 hr Period)', 'rate': '$4.00'}]}]}",0.75,dpz2ny5
113,15 Primrose Avenue,23.0,surface,517,False,43.614299,-79.489882,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Maximum (Any 24 hr Period)', 'rate': '$4.00'}]}]}",0.75,dpz2p5t
114,5 Dayton Avenue,15.0,surface,519,False,43.625584,-79.503551,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$4.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",0.75,dpz2nvg
115,20 Royalavon Crescent,62.0,surface,520,False,43.645253,-79.532733,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Maximum (7am - 7am)', 'rate': '$4.00'}]}]}",0.75,dpz2q1q
116,550 Mortimer Avenue,20.0,surface,600,False,43.690428,-79.327898,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Friday', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 5pm)', 'rate': 'NO MAXIMUM'}, {'when': 'Night Maximum (5pm - 7am)', 'rate': '$2.00'}]}, {'title': 'Saturday & Sunday', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 5pm)', 'rate': '$5.00'}, {'when': 'Night Maximum (5pm - 7am)', 'rate': '$2.00'}]}]}",1.25,dpz8dce
117,22 John Street,190.0,surface,650,False,43.701334,-79.517477,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': ['100 spaces designated to Go Transit'], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$4.50'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$2.00'}]}]}",0.75,dpz2we9
118,301 Scott Road,14.0,surface,652,False,43.690343,-79.472383,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$5.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",0.75,dpz2x99
119,17 Riverview Gardens,113.0,surface,653,False,43.649119,-79.486397,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$7.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$5.00'}]}]}",1.00,dpz2r4p
120,16 Riverview Gardens,100.0,surface,654,False,43.648894,-79.486663,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$7.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$4.00'}]}]}",1.00,dpz2r4p
121,271A Scarlett Road,11.0,surface,657,False,43.67789,-79.506555,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Maximum (7am - 7am)', 'rate': 'NO MAXIMUM'}]}]}",0.75,dpz2qz3
122,2054 Dufferin Street,94.0,surface,658,False,43.686611,-79.446806,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Maximum (Any 24 hr Period)', 'rate': '$4.00'}]}]}",0.75,dpz880u
123,406 Oakwood Avenue,21.0,surface,660,False,43.688069,-79.439317,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$4.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",0.75,dpz8834
124,433 Rogers Road,24.0,surface,661,False,43.682507,-79.463983,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$4.50'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$2.50'}]}]}",0.75,dpz2xb0
125,1 Shortt Street,130.0,surface,663,False,43.695951,-79.451795,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$5.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",1.00,dpz8848
126,1607 Eglinton Avenue West,40.0,surface,664,False,43.696952,-79.443727,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': ['Enter lot through Lanark Avenue, one block south of Eglinton Avenue.'], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$5.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}, {'when': 'Please note', 'rate': 'Eglinton Avenue entrance temporary closed due to emergency water main repair.'}]}]}",1.00,dpz884y
127,101 Grangeway Avenue,261.0,surface,700,False,43.775378,-79.250093,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Maximum (Any 24 hr Period)', 'rate': '$4.00'}]}]}",1.00,dpz9h95
128,197 Blantyre Avenue,83.0,surface,701,False,43.68177,-79.281496,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Maximum (Any 24 hr Period)', 'rate': '$5.00'}]}]}",1.00,dpz8ebh
129,40 Larch Street,357.0,garage,150,False,43.652954,-79.397024,2.00,"['Bills', 'Coins', 'Charge (Visa / Mastercard / American Express Only)']","['Pay at Exit Lane Stations', 'Credit Card at Entry & Exit', 'Cashier']","{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$7.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$5.00'}]}]}",1.25,dpz836b
130,7 Monkton Avenue,25.0,surface,521,False,43.644336,-79.521886,,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$12.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$5.00'}]}]}",1.50,dpz2q3j
131,3885 Yonge Street,129.0,surface,414,False,43.741786,-79.40595,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (5am - 7pm)', 'rate': '$9.00'}, {'when': 'Night Maximum (7pm - 5am)', 'rate': '$4.00'}]}]}",1.00,dpz8c4f
132,1169 Weston Road,47.0,surface,651,False,43.687441,-79.4903,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$4.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$2.00'}]}]}",0.75,dpz2x1h
133,1167 Eastern Avenue,66.0,surface,200,False,43.665986,-79.313049,2.10,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$4.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$4.00'}]}]}",0.75,dpz87jn
134,1141 Eastern Avenue,18.0,surface,202,False,43.66566,-79.314079,2.10,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$4.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$4.00'}]}]}",0.75,dpz87jj
135,74 Yorkville Avenue,172.0,garage,215,False,43.670936,-79.392222,2.20,"['Bills', 'Coins', 'Charge (Visa / Mastercard / American Express Only)']","['Auto Express Pay Stations', 'Credit Card at Entry & Exit', 'Customer Assistance Booth']","{'addenda': [], 'periods': [{'title': 'Monday - Saturday', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$18.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$8.00'}]}, {'title': 'Sunday', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$8.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$8.00'}]}]}",2.75,dpz83qh
136,10 Portland Street,37.0,garage,96,False,43.641635,-79.399159,2.10,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$10.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$4.00'}]}]}",1.25,dpz830x
137,205 McCaul Street,38.0,surface,216,False,43.657231,-79.392475,2.13,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': 'NO MAXIMUM'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$8.00'}]}]}",2.75,dpz837s
138,363 Adelaide Street West,23.0,surface,212,False,43.646712,-79.39491,2.10,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': 'NO MAXIMUM'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$9.00'}]}]}",2.75,dpz833d
139,284 Milner Avenue,98.0,surface,706,False,43.789429,-79.238387,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$8.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",1.75,dpz9hgs
140,711 Lakeshore Blvd W,65.0,surface,209,False,43.634366,-79.407235,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Maximum (7am - 7am)', 'rate': '$8.00'}]}]}",1.00,dpz81p3
141,15 Price St,71.0,surface,195,False,43.679814,-79.390007,2.20,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (9am - 6pm)', 'rate': 'No Maximum - half hour rates apply'}, {'when': 'Night Maximum (6pm - 9am)', 'rate': '$5.00'}]}]}",1.50,dpz83rt
142,1531 Eglinton Avenue West,23.0,surface,667,False,43.697588,-79.440712,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$5.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",1.00,dpz886c
143,3354 Dundas Street West,13.0,surface,218,False,43.665668,-79.4819,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$5.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",1.00,dpz2rm5
144,87 Richmond Street East,20.0,surface,219,False,43.652464,-79.374326,2.15,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': 'NO MAXIMUM'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$6.00'}]}]}",2.00,dpz83f9
145,1530 Markham Road,24.0,surface,707,False,43.789507,-79.237915,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday ', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': 'NO MAXIMUM'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",2.00,dpz9hgs
146,121 St. Patrick Street,36.0,surface,221,False,43.653575,-79.389685,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': 'NO MAXIMUM'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$6.00'}]}]}",2.75,dpz836y
147,789 St. Clair Avenue West,18.0,surface,220,False,43.680738,-79.429629,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$7.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",1.00,dpz82xc
148,1501 Yonge Street,37.0,surface,223,False,43.689148,-79.394374,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Saturday ', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$20.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$6.00'}]}, {'title': 'Sunday ', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$12.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$6.00'}]}]}",2.50,dpz8936
149,2700 Eglinton Avenue West,109.0,surface,668,False,43.690203,-79.477919,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Friday', 'notes': [], 'rates': [{'when': 'Maximum (5am - 5pm)', 'rate': '$9.00'}]}, {'title': 'FREE PARKING', 'notes': [], 'rates': [{'when': 'Monday - Friday', 'rate': 'AFTER 5pm'}, {'when': 'Saturday & Sunday', 'rate': 'ALL DAY'}]}]}",1.75,dpz2x3t
150,2700 Eglinton Avenue West,38.0,surface,669,False,43.690792,-79.478585,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Friday ', 'notes': [], 'rates': [{'when': 'Maximum (5am - 5pm)', 'rate': '$9.00'}]}, {'title': 'FREE PARKING', 'notes': [], 'rates': [{'when': 'Monday - Friday', 'rate': 'AFTER 5pm'}, {'when': 'Saturday & Sunday', 'rate': 'ALL DAY'}]}]}",1.75,dpz2x3t
151,1 Colonel Samuel Smith Park Drive,30.0,surface,528,False,43.597008,-79.516075,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Friday ', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 5pm)', 'rate': 'NO MAXIMUM'}]}, {'title': 'FREE PARKING', 'notes': [], 'rates': [{'when': 'Monday - Friday', 'rate': 'AFTER 5pm'}, {'when': 'Saturday & Sunday', 'rate': 'ALL DAY'}]}]}",1.00,dpz2n8d
152,65 Colonel Samuel Smith Park,210.0,surface,529,False,43.593757,-79.516468,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Friday', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 3pm)', 'rate': '$7.00'}]}, {'title': 'FREE PARKING', 'notes': [], 'rates': [{'when': 'Monday - Friday', 'rate': 'AFTER 3pm'}, {'when': 'Saturday & Sunday', 'rate': 'ALL DAY'}]}]}",1.00,dpz2n81
153,1503 Bayview Avenue,25.0,surface,602,False,43.703909,-79.374332,,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$8.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$4.00'}]}]}",1.00,dpz89u1
154,34 Hanna Avenue,184.0,surface,224,False,43.638242,-79.419812,2.10,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$9.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$5.00'}, {'when': 'Event Rate', 'rate': '$10.00'}]}]}",1.50,dpz82b0
155,80 Clinton Street,25.0,surface,225,False,43.656346,-79.414555,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Thursday', 'notes': [], 'rates': [{'when': 'Day Maximum (2am - 6pm)', 'rate': 'CLOSED'}, {'when': 'Night Maximum (6pm - 2am)', 'rate': '$8.00'}]}, {'title': 'Friday', 'notes': [], 'rates': [{'when': 'Day Maximum (2am - 6pm)', 'rate': 'CLOSED'}, {'when': 'Night Maximum (6pm -7am)', 'rate': '$8.00'}]}, {'title': 'Saturday', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$6.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$8.00'}]}, {'title': 'Sunday ', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$6.00'}, {'when': 'Night Maximum (6pm - 2am)', 'rate': '$8.00'}]}, {'title': 'Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$6.00'}, {'when': 'Night Maximum (6pm - 2am)', 'rate': '$8.00'}]}]}",1.00,dpz82gk
156,646 St. Clair Avenue West,18.0,surface,226,False,43.682103,-79.4242,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$7.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",1.00,dpz888j
157,105 Spadina Avenue,18.0,surface,227,False,43.64668,-79.395233,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': 'NO MAXIMUM'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$9.00'}]}]}",2.75,dpz833d
158,11 Kenwood Avenue,25.0,surface,228,False,43.68298,-79.422065,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$7.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",1.00,dpz888n
159,110 Dovercourt Road,8.0,surface,229,False,43.64384,-79.422762,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$8.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$4.00'}]}]}",1.00,dpz829n
160,55 Mill Street,230.0,surface,230,False,43.649553,-79.361694,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Maximum (Any 10 hour Period)', 'rate': '$14.00'}]}]}",1.75,dpz8644
161,19 Spadina Road,65.0,surface,231,False,43.667974,-79.404218,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$8.50'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$4.00'}]}]}",1.00,dpz83je
162,44 Parliament Street,120.0,surface,233,False,43.650361,-79.362445,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$12.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$6.00'}]}]}",2.00,dpz8646
163,2201 Dundas Street West,10.0,surface,235,False,43.653388,-79.451323,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Maximum (Any 24 hr Period)', 'rate': '$6.00'}]}]}",1.00,dpz824c
164,166 Woodbine Ave,21.0,surface,183,False,43.668252,-79.306226,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$4.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",0.75,dpz87md
165,116 Winners Circle,10.0,surface,187,False,43.667107,-79.31074,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$4.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",0.75,dpz87jr
166,100 Grangeway Avenue,214.0,surface,710,False,43.77458,-79.251359,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Maximum (Any 24 hr Period)', 'rate': '$4.00'}]}]}",1.00,dpz9h8f
167,5667 Yonge Street,23.0,surface,419,False,43.781482,-79.415703,2.15,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (5am - 7pm)', 'rate': '$12.00'}, {'when': 'Night Maximum (7pm - 5am)', 'rate': '$5.00'}]}]}",1.75,dpz90f5
168,1675 Lakeshore Blvd. E. (Parks),292.0,surface,193,False,43.662417,-79.311188,,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Friday', 'notes': ['FREE PARKING BEFORE 5PM'], 'rates': [{'when': 'Night Maximum (5pm - 9pm)', 'rate': '$3.00'}]}, {'title': 'Saturday/Sunday/Holidays', 'notes': [], 'rates': [{'when': 'Maximum (9am - 11:59pm)', 'rate': '$7.00'}]}]}",0.75,dpz87hx
169,20 Ashbridges Bay Park (Parks),270.0,surface,194,False,43.660056,-79.311365,,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Friday', 'notes': ['FREE PARKING BEFORE 5pm'], 'rates': [{'when': 'Night Maximum (5pm - 9pm)', 'rate': '$3.00'}]}, {'title': 'Saturday/Sunday/Holidays', 'notes': [], 'rates': [{'when': 'Maximum (9am - 11:59pm)', 'rate': '$7.00'}]}]}",0.75,dpz87hp
